:@computed_region_92fq_4b7q,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_sbqj_enih,:@computed_region_yeji_bk3q,borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,cross_street_name,date,latitude,location,location_address,location_city,location_state,location_zip,longitude,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_persons_injured,number_of_persons_killed,off_street_name,on_street_name,time,unique_key,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,zip_code
48,13509,16,49,2,BROOKLYN,Unspecified,Unspecified,,,,341       EASTERN PARKWAY               ,2017-09-30T00:00:00.000,40.67052,POINT (-73.95725 40.67052),,,,,-73.95725,0,0,0,0,0,0,0,0,,,23:00,3760524,PASSENGER VEHICLE,TAXI,,,,11216
25,17215,45,47,2,BROOKLYN,Other Vehicular,Unspecified,,,,103       DOSCHER STREET                ,2017-09-30T00:00:00.000,40.674595,POINT (-73.87249 40.674595),,,,,-73.87249,0,0,0,0,0,0,0,0,,,15:22,3762056,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11208
8,13827,5,42,2,BROOKLYN,Unspecified,,,,,,2017-09-30T00:00:00.000,40.640728,POINT (-73.90521 40.640728),,,,,-73.90521,0,0,0,0,1,0,1,0,FLATLANDS AVENUE,EAST 91 STREET                  ,17:00,3762135,PASSENGER VEHICLE,,,,,11236
48,13829,16,50,2,BROOKLYN,Backing Unsafely,Unspecified,,,,658       DEAN STREET                   ,2017-09-30T00:00:00.000,40.680336,POINT (-73.96872 40.680336),,,,,-73.96872,0,0,0,0,0,0,0,0,,,14:00,3761476,MOTORCYCLE,,,,,11238
50,12078,11,8,4,MANHATTAN,Unspecified,Unspecified,,,,,2017-09-30T00:00:00.000,40.74708,POINT (-73.98135 40.74708),,,,,-73.98135,0,0,0,0,0,0,0,0,PARK AVENUE,EAST 34 STREET                  ,10:15,3760382,PASSENGER VEHICLE,,,,,10016
20,14192,22,67,3,QUEENS,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-30T00:00:00.000,40.785324,POINT (-73.80568 40.785324),,,,,-73.80568,0,0,0,0,0,0,0,0,LOCKE AVENUE,FRANCIS LEWIS BOULEVARD         ,20:15,3760343,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11357
37,13828,42,53,2,BROOKLYN,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,,279       BLEECKER STREET               ,2017-09-30T00:00:00.000,40.699596,POINT (-73.91685 40.699596),,,,,-73.91685,0,0,0,0,0,0,0,0,,,4:00,3761467,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,11237
15,13513,60,43,2,,Unspecified,Unspecified,,,,,2017-09-30T00:00:00.000,40.615414,POINT (-73.96144 40.615414),,,,,-73.96144,0,0,0,0,0,0,0,0,,AVENUE N                        ,1:35,3760337,SPORT UTILITY / STATION WAGON,BICYCLE,,,,
,,,,,,Following Too Closely,Reaction to Other Uninvolved Vehicle,Unspecified,,,,2017-09-30T00:00:00.000,40.79801,POINT (-73.827065 40.79801),,,,,-73.827065,0,0,1,0,0,0,1,0,,,13:46,3760341,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
3,13832,22,67,3,QUEENS,Other Vehicular,Unspecified,,,,142-28    37 AVENUE                     ,2017-09-30T00:00:00.000,40.76256,POINT (-73.826935 40.76256),,,,,-73.826935,0,0,0,0,0,0,0,0,,,15:20,3760333,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11354
3,14190,22,67,3,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-30T00:00:00.000,40.75477,POINT (-73.82997 40.75477),,,,,-73.82997,0,0,0,0,0,0,0,0,,MAPLE AVENUE                    ,5:45,3760320,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
3,13832,22,67,3,QUEENS,Other Vehicular,Other Vehicular,,,,35-19     153 STREET                    ,2017-09-30T00:00:00.000,40.765774,POINT (-73.81183 40.765774),,,,,-73.81183,0,0,0,0,0,0,0,0,,,18:20,3760335,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11354
3,14190,22,67,3,QUEENS,,,,,,,2017-09-30T00:00:00.000,40.746555,POINT (-73.82621 40.746555),,,,,-73.82621,0,0,0,0,0,0,0,0,BOOTH MEMORIAL AVENUE,MAIN STREET                     ,5:50,3760350,SPORT UTILITY / STATION WAGON,,,,,11355
42,10934,34,25,5,BRONX,Passenger Distraction,Unspecified,Unspecified,,,631       JEFFERSON PLACE               ,2017-09-30T00:00:00.000,40.83345,POINT (-73.900085 40.83345),,,,,-73.900085,0,0,0,0,0,0,0,0,,,1:59,3760305,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,10456
6,24669,41,71,3,,Driver Inattention/Distraction,View Obstructed/Limited,,,,,2017-09-30T00:00:00.000,40.68147,POINT (-73.77828 40.68147),,,,,-73.77828,0,0,0,0,0,0,0,0,,166 STREET                      ,10:10,3760571,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
17,17614,55,46,2,BROOKLYN,Unsafe Lane Changing,Unspecified,,,,,2017-09-30T00:00:00.000,40.66578,POINT (-73.91942 40.66578),,,,,-73.91942,0,0,0,0,0,0,0,0,SUTTER AVENUE,HOWARD AVENUE                   ,6:00,3760297,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11212
51,12078,71,9,4,,Unsafe Lane Changing,Unsafe Lane Changing,,,,,2017-09-30T00:00:00.000,40.744926,POINT (-73.97227 40.744926),,,,,-73.97227,0,0,0,0,0,0,0,0,,EAST 36 STREET                  ,17:05,3760290,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
8,13827,5,42,2,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-30T00:00:00.000,40.6338,POINT (-73.8897 40.6338),,,,,-73.8897,0,0,0,0,0,0,0,0,SEAVIEW AVENUE,ROCKAWAY PARKWAY                ,0:00,3760291,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11236
4,16859,39,72,3,,Unsafe Lane Changing,Unspecified,,,,,2017-09-30T00:00:00.000,40.771477,POINT (-73.91824 40.771477),,,,,-73.91824,0,0,0,0,0,0,0,0,,HOYT AVENUE NORTH               ,20:20,3761364,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
33,14787,53,66,3,,Unspecified,Unspecified,,,,,2017-09-30T00:00:00.000,40.752975,POINT (-73.91024 40.752975),,,,,-73.91024,0,0,0,0,0,0,0,0,,51 STREET                       ,17:47,3761362,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
45,16867,1,37,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-30T00:00:00.000,40.61269,POINT (-73.982666 40.61269),,,,,-73.982666,0,0,0,0,0,0,0,0,WEST 8 STREET,BAY PARKWAY                     ,12:40,3760283,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11204
31,11611,58,26,5,BRONX,Traffic Control Disregarded,Unspecified,,,,,2017-09-30T00:00:00.000,40.817265,POINT (-73.86105 40.817265),,,,,-73.86105,0,0,0,0,0,0,0,0,THIERIOT AVENUE,RANDALL AVENUE                  ,0:30,3761342,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10473
29,10935,6,29,5,BRONX,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,,2017-09-30T00:00:00.000,40.854588,POINT (-73.90187 40.854588),,,,,-73.90187,0,0,0,0,1,0,1,0,EAST 181 STREET,GRAND CONCOURSE                 ,14:55,3760270,TAXI,,,,,10453
30,17613,36,56,2,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-30T00:00:00.000,40.711678,POINT (-73.964966 40.711678),,,,,-73.964966,1,0,0,0,0,0,1,0,SOUTH 5 STREET,BERRY STREET                    ,15:00,3761325,PASSENGER VEHICLE,BICYCLE,,,,11249
30,17213,36,56,2,BROOKLYN,Following Too Closely,Unspecified,,,,,2017-09-30T00:00:00.000,40.701637,POINT (-73.942276 40.701637),,,,,-73.942276,0,0,1,0,0,0,1,0,DEBEVOISE STREET,GRAHAM AVENUE                   ,14:41,3761324,PASSENGER VEHICLE,,,,,11206
38,17212,69,51,2,BROOKLYN,Alcohol Involvement,Unspecified,,,,497       DE KALB AVENUE                ,2017-09-30T00:00:00.000,40.690727,POINT (-73.95708 40.690727),,,,,-73.95708,0,0,0,0,0,0,0,0,,,1:30,3760278,SPORT UTILITY / STATION WAGON,TAXI,,,,11205
50,11723,70,4,4,MANHATTAN,Following Too Closely,Unspecified,,,,,2017-09-30T00:00:00.000,40.719307,POINT (-73.97723 40.719307),,,,,-73.97723,0,0,0,0,0,0,0,0,BARUCH DRIVE,EAST HOUSTON STREET             ,17:00,3760962,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10002
46,24014,46,60,3,,Following Too Closely,Unspecified,,,,,2017-09-30T00:00:00.000,40.69773,POINT (-73.81409 40.69773),,,,,-73.81409,0,0,0,0,0,0,0,0,,,8:35,3761259,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
48,17212,68,55,2,BROOKLYN,Unspecified,,,,,,2017-09-30T00:00:00.000,40.693626,POINT (-73.96406 40.693626),,,,,-73.96406,0,0,0,0,0,0,0,0,GRAND AVENUE,MYRTLE AVENUE                   ,12:00,3760253,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11205
44,17616,1,37,2,BROOKLYN,Driver Inexperience,Unspecified,Unspecified,,,,2017-09-30T00:00:00.000,40.597855,POINT (-74.0017 40.597855),,,,,-74.0017,0,0,2,0,0,0,2,0,21 DRIVE,21 AVENUE                       ,23:00,3761226,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,11214
8,13827,5,42,2,BROOKLYN,Unspecified,,,,,918       EAST 96 STREET                ,2017-09-30T00:00:00.000,40.647472,POINT (-73.9063 40.647472),,,,,-73.9063,0,0,0,0,0,0,0,0,,,20:30,3761209,PASSENGER VEHICLE,,,,,11236
50,12078,71,9,4,,Reaction to Other Uninvolved Vehicle,Driver Inattention/Distraction,,,,,2017-09-30T00:00:00.000,40.743473,POINT (-73.97677 40.743473),,,,,-73.97677,0,0,0,0,0,0,0,0,,2 AVENUE                        ,9:30,3760131,PASSENGER VEHICLE,,,,,
33,14788,53,66,3,,View Obstructed/Limited,Unspecified,,,,,2017-09-30T00:00:00.000,40.730137,POINT (-73.92693 40.730137),,,,,-73.92693,0,0,0,0,0,0,0,0,,,8:17,3760129,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,,
9,10700,30,75,1,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-30T00:00:00.000,40.58789,POINT (-74.15319 40.58789),,,,,-74.15319,0,0,0,0,0,0,0,0,TRAVIS AVENUE,KELLY BOULEVARD                 ,17:10,3761164,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
44,17216,10,41,2,BROOKLYN,Alcohol Involvement,,,,,,2017-09-30T00:00:00.000,40.632156,POINT (-74.02751 40.632156),,,,,-74.02751,1,0,0,0,0,0,1,0,74 STREET,3 AVENUE                        ,16:31,3761144,BICYCLE,,,,,11209
26,16866,61,40,2,,Following Too Closely,Unspecified,,,,,2017-09-30T00:00:00.000,40.63916,POINT (-73.92904 40.63916),,,,,-73.92904,0,0,1,0,0,0,1,0,,UTICA AVENUE                    ,7:30,3761136,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
3,13832,22,67,3,,Backing Unsafely,Unspecified,,,,,2017-09-30T00:00:00.000,40.765137,POINT (-73.81944 40.765137),,,,,-73.81944,0,0,0,0,0,0,0,0,,NORTHERN BOULEVARD              ,8:00,3760119,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
26,16866,61,40,2,BROOKLYN,Unspecified,Unspecified,,,,,2017-09-30T00:00:00.000,40.651604,POINT (-73.933304 40.651604),,,,,-73.933304,0,0,0,0,0,0,0,0,SCHENECTADY AVENUE,CHURCH AVENUE                   ,11:45,3761115,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,11203
,,,,,BROOKLYN,Unspecified,Unspecified,,,,,2017-09-30T00:00:00.000,,,,,,,,0,0,1,0,0,0,1,0,hamilton place,hamilton avenue                 ,0:01,3760116,TAXI,,,,,11215
33,16858,53,66,3,,Unspecified,Unspecified,,,,,2017-09-30T00:00:00.000,40.736145,POINT (-73.92651 40.736145),,,,,-73.92651,0,0,1,0,0,0,1,0,,,7:00,3760105,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
16,14197,26,69,3,,Following Too Closely,Unspecified,,,,,2017-09-30T00:00:00.000,40.75727,POINT (-73.74765 40.75727),,,,,-73.74765,0,0,0,0,0,0,0,0,,,11:25,3760110,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
4,16859,39,72,3,,Following Too Closely,Unspecified,,,,,2017-09-30T00:00:00.000,40.77077,POINT (-73.91727 40.77077),,,,,-73.91727,0,0,0,0,0,0,0,0,ASTORIA BOULEVARD,31 STREET                       ,7:00,3760091,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
33,16858,53,66,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,48-50     37 STREET                     ,2017-09-30T00:00:00.000,40.739098,POINT (-73.92901 40.739098),,,,,-73.92901,0,0,0,0,0,0,0,0,,,16:30,3760781,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11101
10,12081,12,10,4,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-30T00:00:00.000,40.76922,POINT (-73.98478 40.76922),,,,,-73.98478,0,0,0,0,0,0,0,0,WEST 59 STREET,COLUMBUS AVENUE                 ,0:32,3760048,TAXI,PICK-UP TRUCK,,,,10019
28,14786,40,70,3,,Driver Inattention/Distraction,,,,,,2017-09-30T00:00:00.000,40.738194,POINT (-73.8492 40.738194),,,,,-73.8492,0,0,4,0,0,0,4,0,,,3:57,3760030,PASSENGER VEHICLE,,,,,
35,13093,7,16,4,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-30T00:00:00.000,40.79859,POINT (-73.933525 40.79859),,,,,-73.933525,1,0,0,0,0,0,1,0,EAST 120 STREET,1 AVENUE                        ,1:52,3760026,SPORT UTILITY / STATION WAGON,BICYCLE,,,,10035
47,20529,51,59,3,QUEENS,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-30T00:00:00.000,40.59631,POINT (-73.767426 40.59631),,,,,-73.767426,0,0,0,0,0,0,0,0,BEACH CHANNEL DRIVE,SEAGIRT BOULEVARD               ,10:13,3761055,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11691
14,10692,31,74,1,,Traffic Control Disregarded,Unspecified,,,,,2017-09-30T00:00:00.000,40.602806,POINT (-74.062874 40.602806),,,,,-74.062874,0,0,0,0,0,0,0,0,,,1:54,3761045,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
,,,,,MANHATTAN,Following Too Closely,Unspecified,,,,,2017-09-30T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,Madison street,St James place                  ,12:35,3761037,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10038
,,,,,,Unsafe Lane Changing,Unspecified,,,,,2017-09-30T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,S.I. MALL DRIVE,RING ROAD                       ,9:00,3761015,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
18,13513,2,39,2,BROOKLYN,Unspecified,,,,,,2017-09-30T00:00:00.000,40.625973,POINT (-73.97624 40.625973),,,,,-73.97624,0,0,0,0,0,0,0,0,MC DONALD AVENUE,AVENUE I                        ,11:30,3761013,SPORT UTILITY / STATION WAGON,,,,,11230
32,12076,56,1,4,,Unspecified,,,,,,2017-09-30T00:00:00.000,40.723305,POINT (-74.00802 40.723305),,,,,-74.00802,0,0,0,0,0,0,0,0,,HUDSON STREET                   ,17:30,3760985,TAXI,PASSENGER VEHICLE,,,,
,,,,,,Driver Inattention/Distraction,,,,,,2017-09-30T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,,FDR DRIVE                       ,3:30,3760971,PASSENGER VEHICLE,,,,,
51,12419,71,9,4,,Driver Inattention/Distraction,,,,,,2017-09-30T00:00:00.000,40.759308,POINT (-73.9653 40.759308),,,,,-73.9653,0,0,0,0,0,0,0,0,,EAST 57 STREET                  ,0:15,3760008,PASSENGER VEHICLE,,,,,
1,12083,23,11,4,MANHATTAN,Traffic Control Disregarded,Unspecified,,,,,2017-09-30T00:00:00.000,40.771385,POINT (-73.95648 40.771385),,,,,-73.95648,0,0,3,0,0,0,3,0,EAST 76 STREET,2 AVENUE                        ,7:15,3760766,TAXI,TAXI,,,,10021
50,11723,70,4,4,MANHATTAN,Alcohol Involvement,,,,,571       FDR DRIVE                     ,2017-09-30T00:00:00.000,40.71729,POINT (-73.975586 40.71729),,,,,-73.975586,0,0,0,0,0,0,0,0,,,21:25,3760954,PASSENGER VEHICLE,,,,,10002
28,14786,40,70,3,,Traffic Control Disregarded,Unspecified,,,,,2017-09-30T00:00:00.000,40.709225,POINT (-73.843155 40.709225),,,,,-73.843155,0,0,0,0,0,0,0,0,METROPOLITAN AVENUE,UNION TURNPIKE                  ,18:03,3760763,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
31,11269,35,31,5,,,,,,,,2017-09-30T00:00:00.000,40.83801,POINT (-73.87329 40.83801),,,,,-73.87329,0,0,0,0,0,0,0,0,,,21:38,3760936,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
22,11605,59,32,5,BRONX,Driver Inattention/Distraction,Unspecified,,,,,2017-09-30T00:00:00.000,40.865448,POINT (-73.86635 40.865448),,,,,-73.86635,0,0,0,0,0,0,0,0,CRUGER AVENUE,ALLERTON AVENUE                 ,22:20,3760890,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10467
22,10936,35,31,5,BRONX,Traffic Control Disregarded,Unspecified,,,,,2017-09-30T00:00:00.000,40.857277,POINT (-73.888466 40.857277),,,,,-73.888466,0,0,0,0,0,0,0,0,EAST 188 STREET,LORILLARD PLACE                 ,16:26,3760911,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10458
29,10934,50,27,5,BRONX,Unspecified,,,,,,2017-09-30T00:00:00.000,40.83874,POINT (-73.913765 40.83874),,,,,-73.913765,0,0,0,0,0,0,0,0,EAST 170 STREET,GRAND CONCOURSE                 ,15:15,3760882,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10456
35,10929,50,27,5,,Following Too Closely,Unspecified,Unspecified,,,,2017-09-30T00:00:00.000,40.828114,POINT (-73.93107 40.828114),,,,,-73.93107,0,0,1,0,0,0,1,0,,,17:45,3760877,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
25,17215,45,47,2,BROOKLYN,Backing Unsafely,Unspecified,,,,2630      LINDEN BOULEVARD              ,2017-09-30T00:00:00.000,40.668808,POINT (-73.86728 40.668808),,,,,-73.86728,0,0,0,0,0,0,0,0,,,6:50,3760864,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11208
47,24669,41,71,3,QUEENS,Unspecified,Unspecified,Unspecified,,,,2017-09-30T00:00:00.000,40.673626,POINT (-73.76384 40.673626),,,,,-73.76384,0,0,0,0,0,0,0,0,BEDELL STREET,137 AVENUE                      ,4:00,3760843,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,11413
33,16858,53,66,3,,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,,2017-09-30T00:00:00.000,40.73715,POINT (-73.930824 40.73715),,,,,-73.930824,0,0,0,0,0,0,0,0,GREENPOINT AVENUE,BORDEN AVENUE                   ,23:00,3760856,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
51,12419,71,9,4,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-30T00:00:00.000,40.757698,POINT (-73.9694 40.757698),,,,,-73.9694,0,0,0,0,0,0,0,0,EAST 53 STREET,3 AVENUE                        ,23:00,3760850,TAXI,TAXI,,,,10022
14,10691,30,76,1,STATEN ISLAND,,,,,,,2017-09-30T00:00:00.000,40.597786,POINT (-74.110306 40.597786),,,,,-74.110306,0,0,0,0,0,0,0,0,BUTTONWOOD ROAD,WILLOW POND ROAD                ,14:40,3760845,,,,,,10304
1,12425,23,11,4,MANHATTAN,Following Too Closely,Unspecified,,,,,2017-09-30T00:00:00.000,40.775562,POINT (-73.95035 40.775562),,,,,-73.95035,0,0,0,0,0,0,0,0,EAST 84 STREET,1 AVENUE                        ,14:30,3760827,PASSENGER VEHICLE,,,,,10028
15,13826,32,36,2,BROOKLYN,Failure to Yield Right-of-Way,Other Vehicular,,,,2625      EAST 16 STREET                ,2017-09-30T00:00:00.000,40.58755,POINT (-73.953316 40.58755),,,,,-73.953316,0,0,0,0,0,0,0,0,,,0:00,3760870,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11235
15,13826,32,36,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,118       FALMOUTH STREET               ,2017-09-30T00:00:00.000,40.579327,POINT (-73.94663 40.579327),,,,,-73.94663,0,0,0,0,0,0,0,0,,,15:33,3760869,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11235
19,,19,13,4,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,1         TRANSVERSE ROAD NUMBER ONE    ,2017-09-30T00:00:00.000,40.76871,POINT (-73.969986 40.76871),,,,,-73.969986,0,0,0,0,0,0,0,0,,,14:25,3760887,TAXI,SPORT UTILITY / STATION WAGON,,,,10000
35,10930,50,27,5,BRONX,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-30T00:00:00.000,40.830914,POINT (-73.92047 40.830914),,,,,-73.92047,0,0,0,0,0,0,0,0,GRAND CONCOURSE,EAST 165 STREET                 ,16:30,3760879,SPORT UTILITY / STATION WAGON,,,,,10456
34,14787,53,66,3,,Unsafe Lane Changing,Unspecified,,,,,2017-09-30T00:00:00.000,40.732723,POINT (-73.920006 40.732723),,,,,-73.920006,0,0,0,0,0,0,0,0,,,20:45,3760886,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
9,10696,15,77,1,,Unspecified,,,,,,2017-09-30T00:00:00.000,40.537025,POINT (-74.2245 40.537025),,,,,-74.2245,0,0,0,0,0,0,0,0,,,17:00,3760812,SPORT UTILITY / STATION WAGON,,,,,
32,11723,70,4,4,MANHATTAN,Unspecified,Unspecified,,,,158       RIVINGTON STREET              ,2017-09-30T00:00:00.000,40.71918,POINT (-73.985374 40.71918),,,,,-73.985374,0,0,0,0,0,0,0,0,,,17:15,3760957,PASSENGER VEHICLE,PICK-UP TRUCK,,,,10002
,,,,,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-30T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,queens blvd,64 street                       ,16:54,3760762,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11377
33,16858,53,66,3,QUEENS,Unspecified,,,,,,2017-09-30T00:00:00.000,40.750637,POINT (-73.94283 40.750637),,,,,-73.94283,0,0,0,0,0,0,0,0,42 ROAD,23 STREET                       ,15:00,3760753,PASSENGER VEHICLE,,,,,11101
38,16865,68,54,2,,Following Too Closely,Following Too Closely,,,,,2017-09-30T00:00:00.000,40.697018,POINT (-73.9976 40.697018),,,,,-73.9976,0,0,0,0,0,0,0,0,,,22:58,3760940,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
33,16858,53,66,3,,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,,2017-09-30T00:00:00.000,40.745148,POINT (-73.93348 40.745148),,,,,-73.93348,0,0,3,0,0,0,3,0,VANDAM STREET,QUEENS BOULEVARD                ,2:05,3760744,PASSENGER VEHICLE,,,,,
14,10693,30,76,1,STATEN ISLAND,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,,2017-09-30T00:00:00.000,40.57104,POINT (-74.10919 40.57104),,,,,-74.10919,0,0,0,0,0,0,0,0,JACQUES AVENUE,HYLAN BOULEVARD                 ,14:20,3761255,SPORT UTILITY / STATION WAGON,,,,,10306
,,,,,,Following Too Closely,Reaction to Other Uninvolved Vehicle,,,,,2017-09-30T00:00:00.000,40.608757,POINT (-74.038086 40.608757),,,,,-74.038086,0,0,0,0,0,0,0,0,,,6:24,3760995,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
32,12076,56,1,4,MANHATTAN,Unspecified,,,,,181       HUDSON STREET                 ,2017-09-30T00:00:00.000,40.722725,POINT (-74.00812 40.722725),,,,,-74.00812,0,0,0,0,0,0,0,0,,,14:20,3760982,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10013
1,12419,23,11,4,,Tire Failure/Inadequate,Unspecified,,,,,2017-09-30T00:00:00.000,40.76116,POINT (-73.96371 40.76116),,,,,-73.96371,0,0,0,0,0,0,0,0,,EAST 60 STREET                  ,8:40,3760776,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
37,17215,45,47,2,BROOKLYN,Unspecified,Unspecified,,,,3234      FULTON STREET                 ,2017-09-30T00:00:00.000,40.682602,POINT (-73.87585 40.682602),,,,,-73.87585,0,0,0,0,0,0,0,0,,,0:01,3761021,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11208
32,12075,57,2,4,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-30T00:00:00.000,40.720478,POINT (-73.993996 40.720478),,,,,-73.993996,1,0,0,0,0,0,1,0,,BOWERY                          ,18:30,3761043,BICYCLE,PASSENGER VEHICLE,,,,
5,14783,65,73,3,QUEENS,Unspecified,Unspecified,,,,86-11     NORTHERN BOULEVARD            ,2017-09-30T00:00:00.000,40.75597,POINT (-73.881516 40.75597),,,,,-73.881516,0,0,0,0,0,0,0,0,,,23:30,3760715,TAXI,SPORT UTILITY / STATION WAGON,,,,11372
,,,,,QUEENS,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-30T00:00:00.000,,,,,,,,1,0,0,0,0,0,1,0,47 avenue,Jackson Ave                     ,3:25,3760020,PASSENGER VEHICLE,BICYCLE,,,,11101
29,11606,24,34,5,,Unspecified,Unspecified,,,,,2017-09-30T00:00:00.000,40.862755,POINT (-73.901085 40.862755),,,,,-73.901085,0,0,0,0,0,0,0,0,,WEST FORDHAM ROAD               ,3:00,3760031,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
21,14783,65,73,3,QUEENS,Backing Unsafely,Unspecified,,,,37-17     82 STREET                     ,2017-09-30T00:00:00.000,40.749416,POINT (-73.88425 40.749416),,,,,-73.88425,0,0,0,0,0,0,0,0,,,22:40,3760702,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11372
